date,R_reserve_kwh,per_slot_q80_sum_kwh,inflation_ratio,load_mae_kw,pv_mae_kw,netload_mae_kw
2025-06-19,1399.697455046686,5204.03702389175,3.717972769849877,163.645320527803,176.1847893276872,249.93264654341198
2025-06-20,1391.6770913887158,5189.311996680032,3.7288190118167157,155.88270094769857,115.21129612139345,197.95391147589623
2025-06-21,1383.6567277307445,5160.580516514439,3.729668214007104,153.02671808414303,173.83033070580257,274.7702440675388
2025-06-22,1381.55235756629,5158.784965462111,3.734049554625425,136.31771298859405,202.71141080075876,276.92447749995404
2025-06-23,1407.7178187046559,5187.80265577002,3.6852575046209872,153.6147326832555,108.71148053236396,202.53248070632847
2025-06-24,1399.697455046686,5198.913656663719,3.714312430817639,168.05758129530614,285.83247916039613,420.2093875203686
2025-06-25,1438.145825561503,5262.621411686167,3.659310007475392,145.99600796001351,146.11784312475433,230.83353592375408
2025-06-26,1495.694943725119,5281.527912670839,3.531153150465879,136.1510257337285,120.6660979487752,215.22474041381216
2025-06-27,1481.3076641842154,5291.158216324248,3.5719508811413534,148.62654018594262,104.48305045957599,196.50413101103672
2025-06-28,1466.92038464331,5286.190524835881,3.603597427764458,148.22896297442736,148.38857722862483,242.65101643029982
2025-06-29,1452.5331051024064,5298.016690511821,3.6474326622237645,143.29847941245217,176.687024633361,294.0991251089406
2025-06-30,1500.9180072505094,5331.259766947119,3.5519993372011758,149.88085812013787,182.500442032439,289.0300598821451
2025-07-01,1521.810261352069,5362.582530934108,3.52381809159945,670.9090467711105,180.97962673725078,539.0781349415325
2025-07-02,1557.3883208021653,5430.355021429225,3.4868343038762535,435.2735684445326,205.72641105709067,395.3742471269416
2025-07-03,1615.220883712064,5460.388365836849,3.3805830650777047,188.7286281170933,180.56843901997482,295.8799057793755
2025-07-04,1681.4091979327916,5498.552270541377,3.2702047052565026,175.29244064399646,145.22833097498932,284.6556136753577
2025-07-05,1738.8526696394922,5519.355929833365,3.174136616748368,162.2792996216969,137.51061638099333,233.75136907230478
2025-07-06,1731.7536212165055,5523.109309325808,3.189315871299283,231.74366480966924,261.79702119576405,297.814207023474
2025-07-07,1755.9523742992403,5553.256925773721,3.1625327697113064,257.3593292938604,171.91571064875228,409.0680309575004
2025-07-08,1749.9026860285562,5531.870806933932,3.161244822984207,575.870414238235,249.2487988878678,570.9840946660202
2025-07-09,1743.8529977578728,5502.941059205249,3.155622100188809,402.38668245967114,133.4736929979529,426.4542597723655
2025-07-10,1737.8033094871896,5474.006310577424,3.149957351728577,260.88249152246215,131.589098581237,321.8378940211736
2025-07-11,1731.7536212165055,5461.635024514648,3.153817585597431,169.12605928974907,205.00578761540535,284.54314139299845
2025-07-12,1714.9721467886018,5490.929030862794,3.2017598893048613,137.5574797922907,154.80576132374415,231.74934644856103
2025-07-13,1749.902686028557,5517.022439970399,3.1527595700143785,197.62251538338876,258.60827473442663,270.41531356483495
2025-07-14,1743.8529977578728,5496.484790089664,3.1519197989490335,216.90427302690077,133.32910835910212,232.74280070717728
2025-07-15,1763.051422722226,5510.658895673519,3.125637077088102,238.59725304585493,197.68397780727213,343.6124527043227
2025-07-16,1762.0020625699235,5516.609366839472,3.130875657882807,206.41027280479568,123.31574239928553,296.7730720498727
2025-07-17,1755.9523742992403,5528.5013236382265,3.1484346640349643,169.21494266178428,141.19073071633323,255.9267071642762
2025-07-18,1749.902686028557,5526.903604772708,3.1584062639026738,146.53588841394014,161.20237916675993,255.26126485635757
2025-07-19,1743.8529977578728,5541.022482367487,3.177459619298046,149.89894366271065,196.35928994984147,291.1431041962888
2025-07-20,1737.8033094871896,5523.873932107353,3.178653131773238,178.2910658132668,136.8487603156678,225.68590779806507
2025-07-21,1731.7536212165055,5510.307850216596,3.1819236770792885,168.63353363925089,167.83246466284632,245.21729959050097
